SURVEY_DATE,PRODUCT_ID,PRODUCT_NAME,,VAT,EXCISE,NET,CHANGE,PRICE
23-07-2007,5,LPG,,104.3,125.27,396.2,0,625.77
23-07-2007,6,Residual fuel oil,,64.06,166.84,473.77,1.24,704.67
23-07-2007,8,Heavy fuel oil,,0,31.39,341.23,7.86,372.62
30-07-2007,1,Euro-Super 95,,224.76,564,559.77,-8.17,1348.53
30-07-2007,2,Automotive gas oil,,195.42,423,554.08,8.18,1172.5
30-07-2007,3,Heating gas oil,,187.3,403.21,533.27,2.81,1123.78
30-07-2007,5,LPG,,104.3,125.27,396.2,0,625.77
30-07-2007,6,Residual fuel oil,,64.26,166.84,475.76,2.19,706.86
30-07-2007,8,Heavy fuel oil,,0,31.39,342.67,1.44,374.06
06-08-2007,1,Euro-Super 95,,222.15,564,546.78,-15.6,1332.93
06-08-2007,2,Automotive gas oil,,197.04,423,562.2,9.74,1182.24
06-08-2007,3,Heating gas oil,,187.58,403.21,534.69,1.7,1125.48
06-08-2007,5,LPG,,104.28,125.27,396.16,-0.06,625.71
06-08-2007,6,Residual fuel oil,,64.34,166.84,476.61,0.93,707.79
06-08-2007,8,Heavy fuel oil,,0,31.39,339.46,-3.21,370.85
13-08-2007,1,Euro-Super 95,,217.07,564,521.33,-30.53,1302.4
13-08-2007,2,Automotive gas oil,,195.74,423,555.67,-7.83,1174.41
13-08-2007,3,Heating gas oil,,185.92,403.21,526.41,-9.94,1115.54
13-08-2007,5,LPG,,104.38,125.27,396.61,0.55,626.26
13-08-2007,6,Residual fuel oil,,62.9,166.84,462.16,-15.89,691.9
13-08-2007,8,Heavy fuel oil,,0,31.39,331.12,-8.34,362.51
20-08-2007,1,Euro-Super 95,,216.86,564,520.29,-1.25,1301.15
20-08-2007,2,Automotive gas oil,,195.24,423,553.19,-2.98,1171.43
20-08-2007,3,Heating gas oil,,185.12,403.21,522.4,-4.81,1110.73
20-08-2007,5,LPG,,104.28,125.27,396.16,-0.55,625.71
20-08-2007,6,Residual fuel oil,,63.38,166.84,467,5.32,697.22
20-08-2007,8,Heavy fuel oil,,0,31.39,335.65,4.53,367.04
27-08-2007,1,Euro-Super 95,,215.6,564,514.02,-7.53,1293.62
27-08-2007,2,Automotive gas oil,,194.07,423,547.36,-7,1164.43
27-08-2007,3,Heating gas oil,,184.71,403.21,520.34,-2.47,1108.26
27-08-2007,5,LPG,,104.28,125.27,396.16,0,625.71
27-08-2007,6,Residual fuel oil,,62.03,166.84,453.5,-14.85,682.37
27-08-2007,8,Heavy fuel oil,,0,31.39,318.96,-16.69,350.35
03-09-2007,1,Euro-Super 95,,216.33,564,517.64,4.35,1297.97
03-09-2007,2,Automotive gas oil,,194.62,423,550.12,3.31,1167.74
03-09-2007,3,Heating gas oil,,186.06,403.21,527.11,8.12,1116.38
03-09-2007,5,LPG,,104.28,125.27,396.16,0,625.71
03-09-2007,6,Residual fuel oil,,62.36,166.84,456.73,3.56,685.93
03-09-2007,8,Heavy fuel oil,,0,31.39,324.59,5.63,355.98
10-09-2007,1,Euro-Super 95,,218.14,564,526.69,10.86,1308.83
10-09-2007,2,Automotive gas oil,,195.59,423,554.93,5.78,1173.52
10-09-2007,3,Heating gas oil,,187.71,403.21,535.32,9.86,1126.24
10-09-2007,5,LPG,,104.39,125.27,396.69,0.64,626.35
10-09-2007,6,Residual fuel oil,,63.86,166.84,471.74,16.51,702.44
10-09-2007,8,Heavy fuel oil,,0,31.39,331.07,6.48,362.46
17-09-2007,1,Euro-Super 95,,217.92,564,525.58,-1.33,1307.5
17-09-2007,2,Automotive gas oil,,198.1,423,567.49,15.07,1188.59
17-09-2007,3,Heating gas oil,,189.71,403.21,545.33,12.01,1138.25
17-09-2007,5,LPG,,104.39,125.27,396.69,0,626.35
17-09-2007,6,Residual fuel oil,,64.04,166.84,473.51,1.95,704.39
17-09-2007,8,Heavy fuel oil,,0,31.39,334.94,3.87,366.33
24-09-2007,1,Euro-Super 95,,218.87,564,530.37,5.74,1313.24
24-09-2007,2,Automotive gas oil,,199.57,423,574.88,8.86,1197.45
24-09-2007,3,Heating gas oil,,191.33,403.21,553.46,9.75,1148
24-09-2007,5,LPG,,104.39,125.27,396.69,0,626.35
24-09-2007,6,Residual fuel oil,,64.27,166.84,475.89,2.61,707
24-09-2007,8,Heavy fuel oil,,0,31.39,335.35,0.41,366.74
01-10-2007,1,Euro-Super 95,,219.01,564,531.08,0.85,1314.09
01-10-2007,2,Automotive gas oil,,200.53,423,579.63,5.71,1203.16
01-10-2007,3,Heating gas oil,,190.54,403.21,549.48,-4.77,1143.23
01-10-2007,5,LPG,,104.39,125.27,396.69,0,626.35
01-10-2007,6,Residual fuel oil,,63.29,166.84,466.01,-10.86,696.14
01-10-2007,8,Heavy fuel oil,,0,31.39,330.72,-4.63,362.11
08-10-2007,1,Euro-Super 95,,218.58,564,528.9,-2.61,1311.48
08-10-2007,2,Automotive gas oil,,200.56,423,579.8,0.2,1203.36
08-10-2007,3,Heating gas oil,,188.8,403.21,540.78,-10.44,1132.79
08-10-2007,5,LPG,,104.39,125.27,396.69,0,626.35
08-10-2007,6,Residual fuel oil,,64.21,166.84,475.26,10.17,706.31
08-10-2007,8,Heavy fuel oil,,0,31.39,334.9,4.18,366.29
15-10-2007,1,Euro-Super 95,,218.64,564,529.19,0.35,1311.83
15-10-2007,2,Automotive gas oil,,200.56,423,579.8,0,1203.36
15-10-2007,3,Heating gas oil,,190.54,403.21,549.51,10.47,1143.26
15-10-2007,5,LPG,,104.65,125.27,397.96,1.53,627.88
15-10-2007,6,Residual fuel oil,,64.97,166.84,482.89,8.39,714.7
15-10-2007,8,Heavy fuel oil,,0,31.39,345.77,10.87,377.16
22-10-2007,1,Euro-Super 95,,218.91,564,530.55,1.63,1313.46
22-10-2007,2,Automotive gas oil,,201.26,423,583.31,4.21,1207.57
22-10-2007,3,Heating gas oil,,193.21,403.21,562.86,16.02,1159.28
22-10-2007,5,LPG,,106.5,125.27,407.2,11.09,638.97
22-10-2007,6,Residual fuel oil,,66.15,166.84,494.61,12.9,727.6
22-10-2007,8,Heavy fuel oil,,0,31.39,352.11,6.34,383.5
29-10-2007,1,Euro-Super 95,,219.85,564,535.24,5.63,1319.09
29-10-2007,2,Automotive gas oil,,202.31,423,588.53,6.27,1213.84
29-10-2007,3,Heating gas oil,,194.98,403.21,571.66,10.57,1169.85
29-10-2007,5,LPG,,107.33,125.27,411.36,4.99,643.96
29-10-2007,6,Residual fuel oil,,66.99,166.84,503.07,9.3,736.9
29-10-2007,8,Heavy fuel oil,,0,31.39,360.99,8.88,392.38
05-11-2007,1,Euro-Super 95,,221.94,564,545.71,12.56,1331.65
05-11-2007,2,Automotive gas oil,,204.9,423,601.48,15.54,1229.38
05-11-2007,3,Heating gas oil,,199.37,403.21,593.63,26.36,1196.21
05-11-2007,5,LPG,,107.91,125.27,414.31,3.53,647.49
05-11-2007,6,Residual fuel oil,,69.82,166.84,531.39,31.15,768.05
05-11-2007,8,Heavy fuel oil,,0,31.39,382.19,21.2,413.58
12-11-2007,1,Euro-Super 95,,226.07,564,566.35,24.77,1356.42
12-11-2007,2,Automotive gas oil,,209.9,423,626.51,30.03,1259.41
12-11-2007,3,Heating gas oil,,203.29,403.21,613.25,23.54,1219.75
12-11-2007,5,LPG,,108.9,125.27,419.23,5.91,653.4
12-11-2007,6,Residual fuel oil,,69.85,166.84,531.69,0.33,768.38
12-11-2007,8,Heavy fuel oil,,0,31.39,398.45,16.26,429.84
19-11-2007,1,Euro-Super 95,,226.74,564,569.7,4.02,1360.44
19-11-2007,2,Automotive gas oil,,210.7,423,630.49,4.78,1264.19
19-11-2007,3,Heating gas oil,,202.91,403.21,611.34,-2.29,1217.46
19-11-2007,5,LPG,,109.52,125.27,422.33,3.72,657.12
19-11-2007,6,Residual fuel oil,,69.83,166.84,531.51,-0.2,768.18
19-11-2007,8,Heavy fuel oil,,0,31.39,389.06,-9.39,420.45
26-11-2007,1,Euro-Super 95,,227.31,564,572.57,3.44,1363.88
26-11-2007,2,Automotive gas oil,,214.87,423,651.34,25.02,1289.21
26-11-2007,3,Heating gas oil,,205.58,403.21,624.7,16.03,1233.49
26-11-2007,5,LPG,,111.01,125.27,429.81,8.97,666.09
26-11-2007,6,Residual fuel oil,,71.3,166.84,546.13,16.09,784.27
26-11-2007,8,Heavy fuel oil,,0,31.39,401.45,12.39,432.84
03-12-2007,1,Euro-Super 95,,227.24,564,572.2,-0.44,1363.44
03-12-2007,2,Automotive gas oil,,215.26,423,653.3,2.35,1291.56
03-12-2007,3,Heating gas oil,,203.96,403.21,616.58,-9.74,1223.75
03-12-2007,5,LPG,,111.4,125.27,431.73,2.31,668.4
03-12-2007,6,Residual fuel oil,,70.4,166.84,537.15,-9.88,774.39
03-12-2007,8,Heavy fuel oil,,0,31.39,385.99,-15.46,417.38
10-12-2007,1,Euro-Super 95,,227,564,570.99,-1.45,1361.99
10-12-2007,2,Automotive gas oil,,215,423,652.03,-1.53,1290.03
10-12-2007,3,Heating gas oil,,201.01,403.21,601.87,-17.66,1206.09
10-12-2007,5,LPG,,111.48,125.27,432.14,0.49,668.89
10-12-2007,6,Residual fuel oil,,69.88,166.84,531.96,-5.71,768.68
10-12-2007,8,Heavy fuel oil,,0,31.39,379.86,-6.13,411.25
17-12-2007,1,Euro-Super 95,,226.44,564,568.22,-3.33,1358.66
17-12-2007,2,Automotive gas oil,,213.56,423,644.8,-8.67,1281.36
17-12-2007,3,Heating gas oil,,202.84,403.21,611,10.96,1217.05
17-12-2007,5,LPG,,111.65,125.27,433,1.03,669.92
17-12-2007,6,Residual fuel oil,,71.44,166.84,547.51,17.11,785.79
17-12-2007,8,Heavy fuel oil,,0,31.39,376.25,-3.61,407.64
31-12-2007,1,Euro-Super 95,,226.53,564,568.63,0.5,1359.16
31-12-2007,2,Automotive gas oil,,213.49,423,644.46,-0.41,1280.95
31-12-2007,3,Heating gas oil,,202.91,403.21,611.37,0.44,1217.49
31-12-2007,5,LPG,,111.85,125.27,433.97,1.17,671.09
31-12-2007,6,Residual fuel oil,,71.01,166.84,543.22,-4.72,781.07
31-12-2007,8,Heavy fuel oil,,0,31.39,402.96,26.71,434.35
07-01-2008,1,Euro-Super 95,,229.53,564,583.65,18.02,1377.18
07-01-2008,2,Automotive gas oil,,215.97,423,656.86,14.88,1295.83
07-01-2008,3,Heating gas oil,,203.98,403.21,616.7,6.4,1223.89
07-01-2008,5,LPG,,112.05,125.27,434.98,1.21,672.3
07-01-2008,6,Residual fuel oil,,73.38,166.84,566.99,26.14,807.21
07-01-2008,8,Heavy fuel oil,,0,31.39,413.55,10.59,444.94
14-01-2008,1,Euro-Super 95,,228.66,564,579.28,-5.24,1371.94
14-01-2008,2,Automotive gas oil,,214.54,423,649.68,-8.61,1287.22
14-01-2008,3,Heating gas oil,,203.89,403.21,616.22,-0.57,1223.32
14-01-2008,5,LPG,,112.05,125.27,434.98,0,672.3
14-01-2008,6,Residual fuel oil,,70.43,166.84,537.51,-32.43,774.78
14-01-2008,8,Heavy fuel oil,,0,31.39,397.14,-16.41,428.53
21-01-2008,1,Euro-Super 95,,226,564,565.99,-15.95,1355.99
21-01-2008,2,Automotive gas oil,,210.08,423,627.42,-26.72,1260.5
21-01-2008,3,Heating gas oil,,200.52,403.21,599.36,-20.23,1203.09
21-01-2008,5,LPG,,112.43,125.27,436.9,2.3,674.6
21-01-2008,6,Residual fuel oil,,70.6,166.84,539.2,1.86,776.64
21-01-2008,8,Heavy fuel oil,,0,31.39,379.77,-17.37,411.16
28-01-2008,1,Euro-Super 95,,225.29,564,562.46,-4.24,1351.75
28-01-2008,2,Automotive gas oil,,209.14,423,622.71,-5.65,1254.85
28-01-2008,3,Heating gas oil,,200.2,403.21,597.81,-1.87,1201.22
28-01-2008,5,LPG,,114.07,125.27,445.11,9.85,684.45
28-01-2008,6,Residual fuel oil,,70.2,166.84,535.13,-4.47,772.17
28-01-2008,8,Heavy fuel oil,,0,31.39,370.75,-9.02,402.14
04-02-2008,1,Euro-Super 95,,225.49,564,563.43,1.17,1352.92
04-02-2008,2,Automotive gas oil,,209.79,423,625.98,3.92,1258.77
04-02-2008,3,Heating gas oil,,200.25,403.21,598.03,0.27,1201.49
04-02-2008,5,LPG,,115.21,125.27,450.81,6.84,691.29
04-02-2008,6,Residual fuel oil,,69.63,166.84,529.49,-6.21,765.96
04-02-2008,8,Heavy fuel oil,,0,31.39,374.6,3.85,405.99
11-02-2008,1,Euro-Super 95,,225.39,564,562.96,-0.57,1352.35
11-02-2008,2,Automotive gas oil,,209.8,423,625.99,0.02,1258.79
11-02-2008,3,Heating gas oil,,200.85,403.21,601.06,3.63,1205.12
11-02-2008,5,LPG,,115.21,125.27,450.81,0,691.29
11-02-2008,6,Residual fuel oil,,71.23,166.84,545.42,17.53,783.49
11-02-2008,8,Heavy fuel oil,,0,31.39,369.52,-5.08,400.91
18-02-2008,1,Euro-Super 95,,227.84,564,575.18,14.67,1367.02
18-02-2008,2,Automotive gas oil,,213.14,423,642.72,20.07,1278.86
18-02-2008,3,Heating gas oil,,206.4,403.21,628.79,33.28,1238.4
18-02-2008,5,LPG,,115.31,125.27,451.31,0.6,691.89
18-02-2008,6,Residual fuel oil,,73.12,166.84,564.35,20.82,804.31
18-02-2008,8,Heavy fuel oil,,0,31.39,384.9,15.38,416.29
25-02-2008,1,Euro-Super 95,,230.84,564,590.21,18.03,1385.05
25-02-2008,2,Automotive gas oil,,218.18,423,667.87,30.19,1309.05
25-02-2008,3,Heating gas oil,,208.48,403.21,639.21,12.5,1250.9
25-02-2008,5,LPG,,115.31,125.27,451.31,0,691.89
25-02-2008,6,Residual fuel oil,,74.36,166.84,576.76,13.65,817.96
25-02-2008,8,Heavy fuel oil,,0,31.39,388.31,3.41,419.7
03-03-2008,1,Euro-Super 95,,231.41,564,593.05,3.41,1388.46
03-03-2008,2,Automotive gas oil,,218.91,423,671.54,4.4,1313.45
03-03-2008,3,Heating gas oil,,210.12,403.21,647.39,9.82,1260.72
03-03-2008,5,LPG,,115.31,125.27,451.31,0,691.89
03-03-2008,6,Residual fuel oil,,74.05,166.84,573.64,-3.43,814.53
03-03-2008,8,Heavy fuel oil,,0,31.39,386.02,-2.29,417.41
10-03-2008,1,Euro-Super 95,,231.46,564,593.29,0.29,1388.75
10-03-2008,2,Automotive gas oil,,220.84,423,681.23,11.62,1325.07
10-03-2008,3,Heating gas oil,,214.49,403.21,669.23,26.21,1286.93
10-03-2008,5,LPG,,115.31,125.27,451.31,0,691.89
10-03-2008,6,Residual fuel oil,,74.93,166.84,582.46,9.7,824.23
10-03-2008,8,Heavy fuel oil,,0,31.39,386.98,0.96,418.37
17-03-2008,1,Euro-Super 95,,230.92,564,590.6,-3.23,1385.52
17-03-2008,2,Automotive gas oil,,224.83,423,701.17,23.93,1349
17-03-2008,3,Heating gas oil,,216.1,403.21,677.28,9.66,1296.59
17-03-2008,5,LPG,,115.31,125.27,451.31,0,691.89
17-03-2008,6,Residual fuel oil,,75.58,166.84,588.91,7.1,831.33
17-03-2008,8,Heavy fuel oil,,0,31.39,389.26,2.28,420.65
31-03-2008,1,Euro-Super 95,,227.19,547.17,588.77,-22.39,1363.13
31-03-2008,2,Automotive gas oil,,221.16,406.17,699.61,-22.06,1326.94
31-03-2008,3,Heating gas oil,,213.23,403.21,662.97,-17.18,1279.41
31-03-2008,5,LPG,,113.63,116.02,452.13,-10.11,681.78
31-03-2008,6,Residual fuel oil,,75.53,166.84,588.47,-0.49,830.84
31-03-2008,8,Heavy fuel oil,,0,31.39,375.84,-13.42,407.23
07-04-2008,1,Euro-Super 95,,227.37,547.17,589.66,1.07,1364.2
07-04-2008,2,Automotive gas oil,,221.08,406.17,699.22,-0.47,1326.47
07-04-2008,3,Heating gas oil,,212.07,403.21,657.15,-6.98,1272.43
07-04-2008,5,LPG,,113.47,116.02,451.31,-0.98,680.8
07-04-2008,6,Residual fuel oil,,76.93,166.84,602.46,15.39,846.23
07-04-2008,8,Heavy fuel oil,,0,31.39,394.51,18.67,425.9
14-04-2008,1,Euro-Super 95,,230.07,547.17,603.16,16.2,1380.4
14-04-2008,2,Automotive gas oil,,224.33,406.17,715.51,19.54,1346.01
14-04-2008,3,Heating gas oil,,216.87,403.21,681.15,28.8,1301.23
14-04-2008,5,LPG,,112.97,116.02,448.84,-2.97,677.83
14-04-2008,6,Residual fuel oil,,78.46,166.84,617.8,16.87,863.1
14-04-2008,8,Heavy fuel oil,,0,31.39,403.87,9.36,435.26
21-04-2008,1,Euro-Super 95,,230.12,547.17,603.43,0.32,1380.72
21-04-2008,2,Automotive gas oil,,227.73,406.17,732.46,20.35,1366.36
21-04-2008,3,Heating gas oil,,219.58,403.21,694.68,16.24,1317.47
21-04-2008,5,LPG,,112.97,116.02,448.84,0,677.83
21-04-2008,6,Residual fuel oil,,79,166.84,623.18,5.92,869.02
21-04-2008,8,Heavy fuel oil,,0,31.39,407.09,3.22,438.48
28-04-2008,1,Euro-Super 95,,232.64,547.17,616.04,15.13,1395.85
28-04-2008,2,Automotive gas oil,,229.52,406.17,741.42,10.75,1377.11
28-04-2008,3,Heating gas oil,,222.3,403.21,708.32,16.36,1333.83
28-04-2008,5,LPG,,112.97,116.02,448.84,0,677.83
28-04-2008,6,Residual fuel oil,,79.01,166.84,623.28,0.11,869.13
28-04-2008,8,Heavy fuel oil,,0,31.39,409.51,2.42,440.9
05-05-2008,1,Euro-Super 95,,238.6,564,629,35.75,1431.6
05-05-2008,2,Automotive gas oil,,235.23,423,753.13,34.25,1411.36
05-05-2008,3,Heating gas oil,,223.98,403.21,716.72,10.08,1343.91
05-05-2008,5,LPG,,114.76,125.27,448.52,10.72,688.55
05-05-2008,6,Residual fuel oil,,79.77,166.84,630.86,8.34,877.47
05-05-2008,8,Heavy fuel oil,,0,31.39,412.34,2.83,443.73
12-05-2008,1,Euro-Super 95,,243.18,564,651.9,27.48,1459.08
12-05-2008,2,Automotive gas oil,,240.94,423,781.71,34.29,1445.65
12-05-2008,3,Heating gas oil,,234.3,403.21,768.29,61.89,1405.8
12-05-2008,5,LPG,,114.88,125.27,449.12,0.72,689.27
12-05-2008,6,Residual fuel oil,,83.19,166.84,665.07,37.63,915.1
12-05-2008,8,Heavy fuel oil,,0,31.39,434.72,22.38,466.11
19-05-2008,1,Euro-Super 95,,245.53,564,663.63,14.08,1473.16
19-05-2008,2,Automotive gas oil,,244.51,423,799.55,21.41,1467.06
19-05-2008,3,Heating gas oil,,238.59,403.21,789.72,25.72,1431.52
19-05-2008,5,LPG,,114.88,125.27,449.12,0,689.27
19-05-2008,6,Residual fuel oil,,84.19,166.84,675.03,10.96,926.06
19-05-2008,8,Heavy fuel oil,,0,31.39,450.08,15.36,481.47
26-05-2008,1,Euro-Super 95,,249.52,564,683.58,23.94,1497.1
26-05-2008,2,Automotive gas oil,,248.92,423,821.59,26.45,1493.51
26-05-2008,3,Heating gas oil,,243.3,403.21,813.28,28.27,1459.79
26-05-2008,5,LPG,,115.21,125.27,450.76,1.97,691.24
26-05-2008,6,Residual fuel oil,,85.47,166.84,687.85,14.1,940.16
26-05-2008,8,Heavy fuel oil,,0,31.39,453.76,3.68,485.15
02-06-2008,1,Euro-Super 95,,249.4,564,683,-0.7,1496.4
02-06-2008,2,Automotive gas oil,,248.37,423,818.84,-3.3,1490.21
02-06-2008,3,Heating gas oil,,240.97,403.21,801.63,-13.98,1445.81
02-06-2008,5,LPG,,115.22,125.27,450.82,0.07,691.31
02-06-2008,6,Residual fuel oil,,83.34,166.84,666.56,-23.42,916.74
02-06-2008,8,Heavy fuel oil,,0,31.39,462.17,8.41,493.56
09-06-2008,1,Euro-Super 95,,250.46,564,688.32,6.38,1502.78
09-06-2008,2,Automotive gas oil,,249.64,423,825.21,7.64,1497.85
09-06-2008,3,Heating gas oil,,240.15,403.21,797.51,-4.94,1440.87
09-06-2008,5,LPG,,115.26,125.27,451.02,0.24,691.55
09-06-2008,6,Residual fuel oil,,84.16,166.84,674.73,8.99,925.73
09-06-2008,8,Heavy fuel oil,,0,31.39,466.56,4.39,497.95
16-06-2008,1,Euro-Super 95,,254.11,564,706.53,21.86,1524.64
16-06-2008,2,Automotive gas oil,,253.39,423,843.95,22.49,1520.34
16-06-2008,3,Heating gas oil,,245.11,403.21,822.36,29.81,1470.68
16-06-2008,5,LPG,,115.59,125.27,452.66,1.97,693.52
16-06-2008,6,Residual fuel oil,,87.18,166.84,704.94,33.23,958.96
16-06-2008,8,Heavy fuel oil,,0,31.39,489.98,23.42,521.37
23-06-2008,1,Euro-Super 95,,254.17,564,706.86,0.39,1525.03
23-06-2008,2,Automotive gas oil,,253.44,423,844.21,0.31,1520.65
23-06-2008,3,Heating gas oil,,243,403.21,811.8,-12.67,1458.01
23-06-2008,5,LPG,,115.26,125.27,451.02,-1.97,691.55
23-06-2008,6,Residual fuel oil,,86.69,166.84,700.03,-5.4,953.56
23-06-2008,8,Heavy fuel oil,,0,31.39,490.48,0.5,521.87
30-06-2008,1,Euro-Super 95,,254.16,564,706.81,-0.06,1524.97
30-06-2008,2,Automotive gas oil,,253.42,423,844.1,-0.13,1520.52
30-06-2008,3,Heating gas oil,,244.5,403.21,819.31,9.01,1467.02
30-06-2008,5,LPG,,115.59,125.27,452.66,1.97,693.52
30-06-2008,6,Residual fuel oil,,88.55,166.84,718.68,20.51,974.07
30-06-2008,8,Heavy fuel oil,,0,31.39,502.85,12.37,534.24
07-07-2008,1,Euro-Super 95,,254.72,564,709.58,3.33,1528.3
07-07-2008,2,Automotive gas oil,,254.01,423,847.06,3.55,1524.07
07-07-2008,3,Heating gas oil,,247.81,403.21,835.86,19.86,1486.88
07-07-2008,5,LPG,,115.83,125.27,453.86,1.44,694.96
07-07-2008,6,Residual fuel oil,,91.42,166.84,747.32,31.51,1005.58
07-07-2008,8,Heavy fuel oil,,0,31.39,538.05,35.2,569.44
14-07-2008,1,Euro-Super 95,,255.39,564,712.96,4.05,1532.35
14-07-2008,2,Automotive gas oil,,254.74,423,850.68,4.35,1528.42
14-07-2008,3,Heating gas oil,,246.99,403.21,831.72,-4.96,1481.92
14-07-2008,5,LPG,,116.14,125.27,455.41,1.86,696.82
14-07-2008,6,Residual fuel oil,,91.17,166.84,744.85,-2.72,1002.86
14-07-2008,8,Heavy fuel oil,,0,31.39,546.96,8.91,578.35
21-07-2008,1,Euro-Super 95,,254.02,564,706.1,-8.23,1524.12
21-07-2008,2,Automotive gas oil,,253.16,423,842.82,-9.44,1518.98
21-07-2008,3,Heating gas oil,,243.65,403.21,815.06,-20,1461.92
21-07-2008,5,LPG,,116.14,125.27,455.41,0,696.82
21-07-2008,6,Residual fuel oil,,89.45,166.84,727.68,-18.89,983.97
21-07-2008,8,Heavy fuel oil,,0,31.39,529.97,-16.99,561.36
28-07-2008,1,Euro-Super 95,,248.27,564,677.37,-34.48,1489.64
28-07-2008,2,Automotive gas oil,,247.45,423,814.26,-34.27,1484.71
28-07-2008,3,Heating gas oil,,237.62,403.21,784.87,-36.22,1425.7
28-07-2008,5,LPG,,116.18,125.27,455.61,0.24,697.06
28-07-2008,6,Residual fuel oil,,87.19,166.84,705.1,-24.84,959.13
28-07-2008,8,Heavy fuel oil,,0,31.39,510.46,-19.51,541.85
04-08-2008,1,Euro-Super 95,,244.58,564,658.87,-22.19,1467.45
04-08-2008,2,Automotive gas oil,,243.73,423,795.63,-22.35,1462.36
04-08-2008,3,Heating gas oil,,234.08,403.21,767.16,-21.25,1404.45
04-08-2008,5,LPG,,114.86,125.27,449.05,-7.88,689.18
04-08-2008,6,Residual fuel oil,,87.62,166.84,709.41,4.74,963.87
04-08-2008,8,Heavy fuel oil,,0,31.39,496.44,-14.02,527.83
11-08-2008,1,Euro-Super 95,,242.2,564,647,-14.25,1453.2
11-08-2008,2,Automotive gas oil,,237.98,423,766.9,-34.48,1427.88
11-08-2008,3,Heating gas oil,,228.53,403.21,739.46,-33.25,1371.2
11-08-2008,5,LPG,,114.86,125.27,449.05,0,689.18
11-08-2008,6,Residual fuel oil,,84.98,166.84,682.91,-29.14,934.73
11-08-2008,8,Heavy fuel oil,,0,31.39,478.54,-17.9,509.93
18-08-2008,1,Euro-Super 95,,241.42,564,643.12,-4.66,1448.54
18-08-2008,2,Automotive gas oil,,236.42,423,759.13,-9.33,1418.55
18-08-2008,3,Heating gas oil,,226.67,403.21,730.12,-11.2,1360
18-08-2008,5,LPG,,114.86,125.27,449.05,0,689.18
18-08-2008,6,Residual fuel oil,,85.75,166.84,690.69,8.55,943.28
18-08-2008,8,Heavy fuel oil,,0,31.39,482.84,4.3,514.23
25-08-2008,1,Euro-Super 95,,241.72,564,644.63,1.81,1450.35
25-08-2008,2,Automotive gas oil,,236.38,423,758.87,-0.3,1418.25
25-08-2008,3,Heating gas oil,,230.15,403.21,747.57,20.93,1380.93
25-08-2008,5,LPG,,114.86,125.27,449.05,0,689.18
25-08-2008,6,Residual fuel oil,,84.69,166.84,680.08,-11.67,931.61
25-08-2008,8,Heavy fuel oil,,0,31.39,493.86,11.02,525.25
01-09-2008,1,Euro-Super 95,,242.35,564,647.78,3.78,1454.13
01-09-2008,2,Automotive gas oil,,235.99,423,756.98,-2.28,1415.97
01-09-2008,3,Heating gas oil,,228.83,403.21,740.93,-7.96,1372.97
01-09-2008,5,LPG,,114.99,125.27,449.71,0.79,689.97
01-09-2008,6,Residual fuel oil,,85.07,166.84,683.85,4.15,935.76
01-09-2008,8,Heavy fuel oil,,0,31.39,495.42,1.56,526.81
08-09-2008,1,Euro-Super 95,,240.95,564,640.74,-8.44,1445.69
08-09-2008,2,Automotive gas oil,,232.76,423,740.77,-19.44,1396.53
08-09-2008,3,Heating gas oil,,225.15,403.21,722.54,-22.07,1350.9
08-09-2008,5,LPG,,114.73,125.27,448.38,-1.59,688.38
08-09-2008,6,Residual fuel oil,,83.09,166.84,664.02,-21.81,913.95
08-09-2008,8,Heavy fuel oil,,0,31.39,464.04,-31.38,495.43
15-09-2008,1,Euro-Super 95,,240.76,564,639.77,-1.16,1444.53
15-09-2008,2,Automotive gas oil,,229.29,423,723.45,-20.79,1375.74
15-09-2008,3,Heating gas oil,,224.21,403.21,717.82,-5.66,1345.24
15-09-2008,5,LPG,,114.73,125.27,448.38,0,688.38
15-09-2008,6,Residual fuel oil,,81.45,166.84,647.65,-18.01,895.94
15-09-2008,8,Heavy fuel oil,,0,31.39,448.72,-15.32,480.11
22-09-2008,1,Euro-Super 95,,234.25,564,607.22,-39.06,1405.47
22-09-2008,2,Automotive gas oil,,225.55,423,704.73,-22.46,1353.28
22-09-2008,3,Heating gas oil,,219.98,403.21,696.7,-25.35,1319.89
22-09-2008,5,LPG,,115.12,125.27,450.36,2.37,690.75
22-09-2008,6,Residual fuel oil,,80.16,166.84,634.71,-14.23,881.71
22-09-2008,8,Heavy fuel oil,,0,31.39,409.7,-39.02,441.09
29-09-2008,1,Euro-Super 95,,235.57,564,613.82,7.92,1413.39
29-09-2008,2,Automotive gas oil,,227.13,423,712.64,9.49,1362.77
29-09-2008,3,Heating gas oil,,223.16,403.21,712.58,19.06,1338.95
29-09-2008,5,LPG,,115.18,125.27,450.65,0.35,691.1
29-09-2008,6,Residual fuel oil,,82.04,166.84,653.53,20.7,902.41
29-09-2008,8,Heavy fuel oil,,0,31.39,441.65,31.95,473.04
06-10-2008,1,Euro-Super 95,,233.97,564,605.86,-9.56,1403.83
06-10-2008,2,Automotive gas oil,,226.6,423,710.03,-3.14,1359.63
06-10-2008,3,Heating gas oil,,220.88,403.21,701.22,-13.64,1325.31
06-10-2008,5,LPG,,114.53,125.27,447.36,-3.94,687.16
06-10-2008,6,Residual fuel oil,,81.35,166.84,646.69,-7.53,894.88
